id,family,subfamily,file,line,symbol_or_selector,property_or_usage,raw_value,current_token_or_formula,classification,closure_state,recommended_action,proof_needed,notes
GVT-0476,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1159,.astra-combo-cell,-fx-font-size,12px,12px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0477,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1160,.astra-combo-cell,-fx-text-fill,#172431,#172431,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0478,opacity-translucency-disabled,css-opacity,src/main/resources/qupath/ext/astra/launcher.css,1164,.combo-box-base.astra-combo:disabled,-fx-opacity,1.0,1.0,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0479,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1170,.astra-combo-cell:disabled,-fx-text-fill,#49656d,#49656d,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0480,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1177,.astra-combo-arrow-button,-fx-background-radius,0 4 4 0,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0481,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1182,.astra-combo-arrow,-fx-background-color,#0d4f55,#0d4f55,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0482,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1186,.combo-box-popup .list-view,-fx-background-color,#ffffff,#ffffff,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0483,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1187,.combo-box-popup .list-view,-fx-border-color,#7fa3ad,#7fa3ad,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0484,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1188,.combo-box-popup .list-view,-fx-border-radius,5,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0485,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1189,.combo-box-popup .list-view,-fx-background-radius,5,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0486,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1194,.combo-box-popup .list-cell,-fx-font-size,12px,12px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0487,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1195,.combo-box-popup .list-cell,-fx-text-fill,#172431,#172431,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0488,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1196,.combo-box-popup .list-cell,-fx-background-color,#ffffff,#ffffff,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0489,margins-padding-gaps-spacing,css-spacing-insets,src/main/resources/qupath/ext/astra/launcher.css,1197,.combo-box-popup .list-cell,-fx-background-insets,0,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0490,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1202,.combo-box-popup .list-cell:filled:focused,-fx-background-color,#e6f4f5,#e6f4f5,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0491,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1203,.combo-box-popup .list-cell:filled:focused,-fx-text-fill,#0d4f55,#0d4f55,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0492,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1209,.combo-box-popup .list-cell:filled:selected:focused,-fx-background-color,#1f7a7a,#1f7a7a,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0493,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1210,.combo-box-popup .list-cell:filled:selected:focused,-fx-text-fill,#ffffff,#ffffff,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0494,margins-padding-gaps-spacing,css-spacing-insets,src/main/resources/qupath/ext/astra/launcher.css,1211,.combo-box-popup .list-cell:filled:selected:focused,-fx-background-insets,0,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0495,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1217,.combo-box-popup .list-cell:filled:selected:focused .text,-fx-fill,#ffffff,#ffffff,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0496,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1221,.combo-box-popup .list-cell:disabled,-fx-text-fill,#758692,#758692,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0497,opacity-translucency-disabled,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1222,.combo-box-popup .list-cell:disabled,-fx-background-color,#f3f7f8,#f3f7f8,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0498,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1226,.context-menu,-fx-background-color,#ffffff,#ffffff,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0499,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1227,.context-menu,-fx-background-radius,7,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0500,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1228,.context-menu,-fx-border-color,#9fb9c2,#9fb9c2,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0501,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1229,.context-menu,-fx-border-radius,7,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0502,margins-padding-gaps-spacing,css-spacing-insets,src/main/resources/qupath/ext/astra/launcher.css,1230,.context-menu,-fx-padding,5,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0503,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1235,.astra-header-context-menu .custom-menu-item,-fx-background-radius,5,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0504,margins-padding-gaps-spacing,css-spacing-insets,src/main/resources/qupath/ext/astra/launcher.css,1236,.astra-header-context-menu .custom-menu-item,-fx-padding,6 8,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0505,margins-padding-gaps-spacing,css-spacing-insets,src/main/resources/qupath/ext/astra/launcher.css,1240,.astra-header-context-menu .astra-header-options-menu-item,-fx-padding,0,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0506,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1245,.custom-menu-item,-fx-background-color,#ffffff,#ffffff,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0507,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1251,.custom-menu-item .label,-fx-font-size,12px,12px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0508,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1252,.custom-menu-item .label,-fx-text-fill,#172431,#172431,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0509,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1257,.astra-header-context-menu .custom-menu-item .label,-fx-font-size,12.5px,12.5px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0510,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1262,.custom-menu-item:focused,-fx-background-color,#e6f4f5,#e6f4f5,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0511,margins-padding-gaps-spacing,css-spacing-insets,src/main/resources/qupath/ext/astra/launcher.css,1263,.custom-menu-item:focused,-fx-background-insets,0,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0512,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1268,.custom-menu-item:focused .label,-fx-text-fill,#0d4f55,#0d4f55,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0513,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1273,.tooltip,-fx-font-size,12px,12px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0514,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1274,.tooltip,-fx-text-fill,#172431,#172431,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0515,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1275,.tooltip,-fx-background-color,#fffdf4,#fffdf4,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0516,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1276,.tooltip,-fx-border-color,#d7b653,#d7b653,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0517,margins-padding-gaps-spacing,css-spacing-insets,src/main/resources/qupath/ext/astra/launcher.css,1278,.tooltip,-fx-padding,4px 8px 4px 8px,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0518,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1279,.tooltip,-fx-border-radius,5,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0519,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1280,.tooltip,-fx-background-radius,5,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0520,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1284,.astra-help-dialog-content,-fx-background-color,#f4f7f8,#f4f7f8,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0521,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1289,.astra-help-title,-fx-font-size,22px,22px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0522,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1291,.astra-help-title,-fx-text-fill,#172431,#172431,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0523,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1295,.astra-help-subtitle,-fx-font-size,11.5px,11.5px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0524,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1297,.astra-help-subtitle,-fx-text-fill,#5f7080,#5f7080,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0525,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1301,.astra-help-summary-grid,-fx-background-color,#ffffff,#ffffff,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0526,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1302,.astra-help-summary-grid,-fx-border-color,#c8dce1,#c8dce1,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
